Kota,Tahun,Bulan,K100000,K50000,K20000,K10000,K5000,K2000,K1000,L1000,L500,L200,L100,L50,,,,
Surabaya,2012,6,1359596.200,1034362.500,60664.000,45399.960,28172.010,7792.800,120.500,1674.000,868.000,251.000,172.936,11.002,,,,
Surabaya,2012,7,986126.500,774316.750,259354.000,216367.000,163708.000,88327.800,147.130,4521.000,47.750,458.800,239.437,0.001,,,,
Surabaya,2012,8,1470747.100,1629214.600,131268.040,193719.000,238286.000,115083.400,8959.410,2050.000,272.000,131.800,79.516,10.003,,,,
Surabaya,2012,9,310197.300,205886.100,646.000,1335.000,861.240,341.200,33.060,143.000,110.250,28.000,16.418,0.450,,,,
Surabaya,2012,10,847345.100,833868.350,1020.000,1043.000,636.950,311.560,53.440,439.000,301.500,88.600,64.788,0.103,,,,
Surabaya,2012,11,776911.500,660109.150,4890.080,2136.000,1046.090,642.600,72.380,560.000,275.750,85.200,68.032,0.001,,,,
Surabaya,2012,12,1798888.900,1247568.550,12036.000,7902.000,4236.830,1548.200,67.010,449.000,483.500,87.200,50.540,0.201,,,,
Surabaya,2013,1,254362.000,317493.250,5892.000,3753.230,1529.770,732.600,51.370,850.000,441.500,86.400,73.530,0.001,,,,
Surabaya,2013,2,678559.900,818475.850,15748.000,12626.000,6836.380,3693.200,65.460,881.000,530.500,109.800,43.368,0.501,,,,
Surabaya,2013,3,1195531.200,1365992.050,21254.000,14765.960,5125.050,994.000,66.540,1215.000,493.000,221.400,147.979,5.001,,,,
Surabaya,2013,4,615729.700,712837.950,36752.000,27623.000,12807.880,3644.000,97.850,1698.000,925.250,258.600,197.975,0.152,,,,
Surabaya,2013,5,1500498.500,1342977.550,12762.000,54712.000,36679.080,11975.600,100.780,2773.000,1539.000,394.200,207.874,0.104,,,,
Surabaya,2013,6,1125540.200,1179946.300,3454.000,51220.910,48477.790,16862.000,73.950,3272.000,2285.500,549.800,139.228,0.001,,,,
Surabaya,2013,7,2210659.200,1964420.600,215994.120,164527.090,324586.130,269397.800,12200.870,5117.000,1493.250,823.200,42.323,41.001,,,,
Surabaya,2013,8,1802887.400,1752170.400,28906.020,57554.000,31544.430,15112.600,2930.330,646.000,181.500,237.600,12.701,36.116,,,,
Surabaya,2013,9,639153.800,563608.500,906.000,1058.080,727.510,300.040,71.000,873.000,542.750,387.800,146.525,43.135,,,,
Surabaya,2013,10,1131202.800,1203137.100,5622.080,3187.680,1692.700,387.000,75.420,662.000,757.750,182.200,206.352,0.001,,,,
Surabaya,2013,11,879973.800,1082442.350,20744.000,18120.200,2754.380,310.000,74.250,813.000,813.500,244.600,183.340,0.002,,,,
Surabaya,2013,12,2116889.700,1277957.900,66212.500,27243.050,10991.110,2047.450,737.510,1294.000,718.250,379.400,350.556,0.001,,,,
Surabaya,2014,1,685582.800,592367.350,46088.000,24269.600,13809.320,2576.600,756.520,1701.000,1017.000,120.000,98.812,0.100,,,,
Surabaya,2014,2,503876.300,640289.800,27248.000,29216.000,6408.380,450.400,187.070,1556.000,1157.750,99.600,46.926,0.500,,,,
Surabaya,2014,3,1252519.400,880803.500,37040.000,56772.000,29178.920,4062.800,215.860,1472.000,767.500,242.800,103.729,0.001,,,,
Surabaya,2014,4,1002592.200,566726.750,27030.000,60372.040,37651.510,4538.000,215.160,2280.000,1287.250,260.200,153.335,0.001,,,,
Surabaya,2014,5,1024338.700,606711.700,15718.040,24160.530,12297.170,5678.000,314.260,1914.000,930.250,382.600,226.223,0.151,,,,
Surabaya,2014,6,726309.200,561274.400,128435.700,155870.050,129347.850,46305.200,1520.320,5581.000,2885.000,1310.600,749.632,1.001,,,,
Surabaya,2014,7,3489375.100,1869804.650,299151.700,342675.090,280729.410,193525.830,13697.180,59.000,81.500,22.400,1.323,,,,,
Surabaya,2014,8,507148.700,232295.300,1319.040,1558.240,2309.820,370.200,241.900,322.000,283.250,187.200,8.525,11.200,,,,
Surabaya,2014,9,1136150.100,710761.450,1193.960,1195.000,1090.060,538.600,263.660,748.000,926.750,227.400,126.242,0.007,,,,
Surabaya,2014,10,1300167.100,880354.750,2398.020,1480.720,1297.310,548.060,272.370,562.000,975.250,243.600,116.335,0.002,,,,
Surabaya,2014,11,1212587.800,861547.750,3260.480,3222.500,1851.330,597.400,231.040,1179.000,1138.500,268.600,177.934,0.101,,,,
Surabaya,2014,12,1920802.800,1253186.750,34041.720,29266.800,24946.770,8430.400,238.550,1724.000,1773.000,495.200,473.542,1.004,,,,
Surabaya,2015,1,475972.100,381322.500,5762.040,4165.010,2292.960,1969.030,174.230,676.000,1675.000,301.400,270.428,,,,,
Surabaya,2015,2,714799.100,506505.500,36322.000,34446.010,24400.170,3937.000,248.800,672.000,1682.500,262.200,235.420,0.550,,,,
Surabaya,2015,3,934014.100,1028706.200,13378.000,9847.000,4858.410,2437.400,312.180,2248.000,921.500,219.600,180.529,2.151,,,,
Surabaya,2015,4,1769268.500,1357809.400,22020.040,21519.010,10359.320,6530.000,265.660,2742.000,634.000,271.000,144.982,0.051,,,,
Surabaya,2015,5,1069981.100,767818.450,28974.100,26720.010,17580.770,8190.600,203.080,2793.938,964.501,342.200,184.330,0.501,,,,
Surabaya,2015,6,1340113.200,1123937.500,407386.020,407885.140,480341.470,227850.600,285.110,6365.500,3260.750,1159.200,706.333,0.001,,,,
Surabaya,2015,7,3640420.700,2784237.150,114804.980,126152.220,154910.920,68773.370,572.060,1538.000,1196.500,20.000,67.821,,,,,
Surabaya,2015,8,863752.600,473409.000,745.460,737.540,702.680,433.210,194.400,874.000,631.500,64.600,88.722,0.001,,,,
Surabaya,2015,9,1758746.300,876213.950,1290.800,1453.800,1275.110,723.000,347.830,1879.000,840.008,157.802,102.968,0.002,,,,
Surabaya,2015,10,1043808.500,725925.100,9586.000,6054.000,1416.000,397.400,203.740,2101.000,989.000,346.000,110.449,0.202,,,,
Surabaya,2015,11,1293441.400,753193.500,11258.260,3815.000,3449.500,1999.100,253.600,2218.000,1187.750,160.600,135.945,0.002,,,,
Surabaya,2015,12,2476776.500,1705659.450,45806.000,35166.000,18938.520,6666.000,354.610,2349.000,1345.750,299.800,190.152,0.002,,,,
Surabaya,2016,1,599970.200,546806.400,39738.240,30349.020,15385.290,5856.000,110.390,2373.360,540.500,338.400,253.726,0.001,,,,
Surabaya,2016,2,971123.200,952637.000,17421.800,11923.000,8196.530,4554.200,92.950,2854.640,798.252,436.800,353.735,0.001,,,,
Surabaya,2016,3,1355189.800,1021950.750,14526.000,14901.750,9722.640,5708.400,476.220,2877.500,597.000,512.400,364.357,0.001,,,,
Surabaya,2016,4,1408942.800,1198089.750,29192.700,26318.450,15600.750,9215.000,162.460,2810.465,566.534,317.400,111.236,0.001,,,,
Surabaya,2016,5,1524180.200,1427565.650,128336.440,63890.040,106520.290,50753.720,614.220,6274.000,2199.000,518.200,124.931,0.001,,,,
Surabaya,2016,6,3895978.400,2563099.750,573163.300,484556.380,546196.380,263177.280,339.890,6218.484,3895.014,209.200,152.050,0.201,,,,
Surabaya,2016,7,840360.000,556592.550,2267.640,3745.970,3250.280,943.040,15.170,490.800,598.750,2.600,32.031,0.001,,,,
Surabaya,2016,8,806990.300,793301.300,678.040,713.200,664.590,258.470,20.790,1755.000,783.500,181.400,71.941,0.001,,,,
Surabaya,2016,9,1614839.100,1182766.950,1330.240,1520.270,1244.720,539.160,32.060,1697.800,1475.000,149.765,75.429,0.001,,,,
Surabaya,2016,10,1222464.100,852555.000,4721.520,6770.850,1620.300,686.030,122.860,2134.437,850.750,314.235,302.853,0.001,,,,
Surabaya,2016,11,1370353.000,1010146.150,3159.940,4572.780,1230.700,873.880,58.640,2398.281,1503.855,439.400,241.652,0.002,,,,
Surabaya,2016,12,2592591.300,1656556.750,44899.100,42174.370,19481.540,7408.310,949.570,3180.785,2996.775,319.260,158.110,0.004,,,,
Surabaya,2017,1,756395.700,586284.750,40075.880,39373.370,17679.090,7526.560,494.790,2675.700,1556.238,487.825,186.532,0.001,,,,
Surabaya,2017,2,1387629.300,1059943.700,27903.200,28393.410,16206.750,6068.560,920.940,1743.000,1061.250,274.000,192.550,0.001,,,,
Surabaya,2017,3,2394638.300,1644797.350,29294.240,26006.530,16538.700,10472.970,1465.470,2394.000,1261.775,315.405,168.144,0.002,,,,
Surabaya,2017,4,1971629.000,1205669.200,32709.280,29902.730,19050.390,11151.990,990.770,2906.000,1555.475,432.000,253.754,0.001,,,,
Surabaya,2017,5,2308052.000,1367635.350,229598.220,252600.360,191388.340,95833.030,709.960,4598.000,3329.500,783.395,55.278,0.002,,,,
Surabaya,2017,6,4595050.000,4394899.100,579507.460,600710.480,165441.600,209191.640,701.990,2237.000,1733.250,322.400,64.577,0.002,,,,
Surabaya,2017,7,789768.200,330013.600,1499.520,920.260,429.090,607.750,99.730,1031.000,485.750,184.800,107.353,0.003,,,,
Surabaya,2017,8,2780310.100,1791710.650,923.540,1219.540,1347.560,480.510,360.010,2044.000,958.750,259.800,133.750,0.002,,,,
Surabaya,2017,9,1816936.500,1149784.300,2770.120,3113.600,3783.070,775.000,623.990,1385.500,445.500,111.600,51.346,0.803,,,,
Surabaya,2017,10,1644098.500,1109597.900,2820.580,2279.760,3223.880,915.130,320.260,1161.358,348.250,207.200,157.057,0.003,,,,
Surabaya,2017,11,2862955.100,1875245.450,3692.200,4810.270,5243.620,1605.930,274.010,1379.000,670.750,202.800,187.680,0.002,,,,
Surabaya,2017,12,3521152.400,2181116.300,50054.120,50890.570,40756.560,13242.590,822.020,1530.000,1022.000,444.400,261.974,0.003,,,,
Surabaya,2018,1,916436.500,873030.200,10731.980,13221.630,12838.140,4940.970,83.630,1630.500,1283.500,442.000,205.340,0.101,,,,
Surabaya,2018,2,2117844.000,1461724.600,34227.140,30956.660,22142.690,7671.510,35.830,1822.840,957.000,326.000,309.970,0.002,,,,
Surabaya,2018,3,3328369.500,2059860.250,23404.320,22330.880,15023.770,9477.520,141.810,2103.160,1593.750,548.400,403.003,0.054,,,,
Surabaya,2018,4,1280880.500,1844164.250,30342.440,28502.370,21058.530,9019.960,127.800,2540.500,914.750,57.100,20.095,0.002,,,,
Surabaya,2018,5,3887002.200,2650681.600,517023.860,502261.370,344370.960,153475.300,238.480,3569.500,2028.250,57.800,52.040,0.002,,,,
Surabaya,2018,6,4735352.400,2029255.000,142336.740,140681.920,141714.700,65244.850,801.640,972.000,545.500,68.600,11.635,0.001,,,,
Surabaya,2018,7,1772301.200,794470.950,2326.200,1888.630,1275.970,2470.670,105.270,1883.500,1306.250,643.200,144.543,0.006,,,,
Surabaya,2018,8,3280983.700,2045593.700,1788.300,1298.310,1337.130,973.430,121.040,2055.500,1000.000,464.200,177.043,0.008,,,,
Surabaya,2018,9,1862287.900,1358823.600,6365.440,3391.730,1565.520,2217.490,358.780,1508.000,620.750,164.600,84.531,0.008,,,,
Surabaya,2018,10,1977275.300,1382887.800,11434.680,10640.580,4599.400,2478.280,156.360,3169.000,1283.500,608.800,128.743,0.009,,,,
Surabaya,2018,11,2459561.400,1596735.200,20079.240,17432.560,9902.810,7627.000,277.610,2874.500,1396.500,606.400,183.752,0.006,,,,
Surabaya,2018,12,2851865.600,1821051.450,51168.780,35651.330,23409.750,9879.650,98.160,3047.000,1870.250,593.600,255.750,0.006,,,,
Surabaya,2019,1,631694.200,576354.600,58044.080,49017.240,29400.830,14269.960,297.790,2736.000,235.250,235.800,114.200,0.002,,,,
Surabaya,2019,2,1697413.600,1226274.950,38688.160,23225.310,12939.480,5598.330,232.970,1952.000,1294.000,136.900,65.199,0.005,,,,
Surabaya,2019,3,2878119.400,1685666.800,72095.560,48649.060,22720.020,10674.450,161.550,2555.000,1646.500,328.000,109.143,0.004,,,,
Surabaya,2019,4,2354620.400,1632990.000,117511.680,74962.060,54474.550,19663.010,249.430,2705.424,1894.250,473.200,140.649,0.003,,,,
Surabaya,2019,5,6113626.200,3610052.350,596958.640,684499.010,498751.000,250386.200,1624.450,1742.000,1281.000,113.600,15.873,0.005,,,,
Surabaya,2019,6,797411.200,477661.650,2394.080,2044.040,1272.620,447.090,118.420,306.000,256.500,246.800,4.943,0.003,,,,
Jakarta,1994,1,,6752.475,461833.420,717539.400,54096.005,,30819.493,554.000,417.000,,708.000,254.000,,,,
Jakarta,1994,2,,3893.450,619631.270,843560.460,77399.950,,36315.946,919.000,1172.000,,868.000,306.000,,,,
Jakarta,1994,3,,45581.450,911037.980,589681.020,149549.675,,39320.804,428.000,1284.000,,982.000,485.000,,,,
Jakarta,1994,4,,129432.200,521447.620,614640.720,55008.865,,31198.506,664.000,876.000,,901.000,330.000,,,,
Jakarta,1994,5,,216057.550,590465.260,493876.740,58965.597,,63316.286,1241.000,1041.000,,973.000,371.000,,,,
Jakarta,1994,6,,329154.100,517121.580,551633.830,53487.355,,35283.503,1584.000,1170.000,,994.000,422.000,,,,
Jakarta,1994,7,,321759.200,392600.460,695361.030,57894.225,,36265.160,758.000,1259.000,,1273.000,453.000,,,,
Jakarta,1994,8,,273507.000,539035.220,650270.930,56367.300,,41695.096,530.000,1477.000,,1670.000,380.000,,,,
Jakarta,1994,9,,71908.600,721020.800,724149.025,65939.013,,38786.715,548.000,1320.000,,1651.000,426.000,,,,
Jakarta,1994,10,,88873.900,765500.500,664934.750,54936.250,,36278.349,55.000,1646.000,,1388.000,445.000,,,,
Jakarta,1994,11,,79031.800,803394.830,648820.710,22327.965,,35901.172,33.000,2218.000,,2970.000,450.000,,,,
Jakarta,1994,12,,117736.550,982602.400,706646.350,48411.480,,39321.181,22.000,1765.000,,2938.000,525.000,,,,
Jakarta,1995,1,,248989.950,668426.860,636949.110,105396.135,,36909.564,54.000,1774.000,,3654.000,413.000,,,,
Jakarta,1995,2,,329012.550,986104.400,1131702.510,84379.718,,51509.675,68.000,1862.000,,3726.000,521.000,,,,
Jakarta,1995,3,,164503.550,545988.880,580803.560,35028.525,,31566.900,60.000,1086.000,,2266.000,297.000,,,,
Jakarta,1995,4,,61642.200,342683.680,959703.880,49422.285,,34191.325,45.000,1133.000,,2253.000,301.000,,,,
Jakarta,1995,5,,36159.550,390770.620,1118078.670,52752.310,,34771.114,959.000,1298.000,,3054.000,456.000,,,,
Jakarta,1995,6,,41891.050,685360.720,957410.720,49963.710,,39330.525,1084.000,1779.000,,3498.000,566.000,,,,
Jakarta,1995,7,,146343.100,560503.860,876089.230,50399.595,,34762.977,1852.000,1969.000,,3372.000,417.000,,,,
Jakarta,1995,8,,110546.050,551352.680,925573.350,51936.315,,38328.507,172.000,2817.000,,3734.000,406.000,,,,
Jakarta,1995,9,,224446.900,633426.900,665836.730,43256.230,,38380.229,81.000,2841.000,,3786.000,414.000,,,,
Jakarta,1995,10,,333602.800,597689.060,755774.090,54854.150,,41470.963,398.000,3305.000,,3997.000,432.000,,,,
Jakarta,1995,11,,451422.550,741006.980,551329.280,52909.205,,44525.619,1917.000,3430.000,,4654.000,482.000,,,,
Jakarta,1995,12,,520045.750,778394.220,601085.370,67142.245,,40239.092,2518.000,3674.000,,4241.000,364.000,,,,
Jakarta,1996,1,,474576.300,664914.300,523652.530,50138.210,,49985.547,2918.000,2903.000,,4864.000,479.000,,,,
Jakarta,1996,2,,836432.500,978019.200,640843.530,39281.150,,54723.992,2484.000,2565.000,,3316.000,366.000,,,,
Jakarta,1996,3,,488392.900,622129.300,440004.630,23247.080,,37392.565,1439.000,1828.000,,2563.000,256.000,,,,
Jakarta,1996,4,,641339.900,776842.900,480095.680,32358.110,,42919.242,1772.000,2297.000,,2800.000,331.000,,,,
Jakarta,1996,5,,656827.700,732579.540,449829.980,38670.045,,41840.465,2438.000,2377.000,,3129.000,359.000,,,,
Jakarta,1996,6,,536860.750,864617.280,420388.720,51701.365,,38396.315,2443.000,2220.000,,3605.000,389.000,,,,
Jakarta,1996,7,,393451.750,1024165.680,486391.230,45180.050,,42366.943,2476.000,2392.000,,4356.000,515.000,,,,
Jakarta,1996,8,,328873.650,1039275.980,499363.110,13518.115,,44555.503,2561.000,2328.000,,3855.000,415.000,,,,
Jakarta,1996,9,,330501.900,989177.040,504018.400,33293.375,,43494.595,2456.000,2266.000,,3626.000,396.000,,,,
Jakarta,1996,10,,511730.300,957535.040,441522.450,49674.515,,47780.865,2841.000,3123.000,,4258.000,437.000,,,,
Jakarta,1996,11,,445334.800,952695.300,389909.990,41301.335,,45465.202,2298.000,1973.000,,4415.000,430.000,,,,
Jakarta,1996,12,,428499.100,1258257.060,578799.750,52562.620,,48551.037,2587.000,820.000,,4864.000,501.000,,,,
Jakarta,1997,1,,745770.050,1228117.440,843602.130,80270.105,,66037.714,3051.000,720.000,,4904.000,522.000,,,,
Jakarta,1997,2,,349952.400,968234.100,706773.370,45967.040,,44815.701,1623.000,469.000,,2778.000,311.000,,,,
Jakarta,1997,3,,317455.650,1159026.600,571623.570,31488.505,,36761.698,1470.000,1781.000,,3040.000,266.000,,,,
Jakarta,1997,4,,410606.150,998642.180,561093.955,37886.460,,47907.135,1166.000,1344.000,,2890.000,398.000,,,,
Jakarta,1997,5,,300306.800,850112.380,851635.340,54323.020,,53103.921,1655.000,1737.000,,3134.000,355.000,,,,
Jakarta,1997,6,,271616.450,941006.860,947251.610,63563.635,,78498.524,1283.000,1578.000,,3490.000,352.000,,,,
Jakarta,1997,7,,369323.950,872557.460,883209.720,49024.395,,83979.680,447.000,665.000,,3851.000,439.000,,,,
Jakarta,1997,8,,951018.050,835774.340,1196415.830,37190.515,,61758.392,458.000,907.000,,3659.000,351.000,,,,
Jakarta,1997,9,,751058.500,930832.000,597551.240,55818.140,,52328.722,358.000,1665.000,,4536.000,449.000,,,,
Jakarta,1997,10,,938296.000,1174627.880,769034.470,116963.145,,57858.037,393.000,1095.000,,5614.000,598.000,,,,
Jakarta,1997,11,,1393741.000,1218677.280,909879.910,521099.800,,36294.009,192.000,530.000,,4404.000,406.000,,,,
Jakarta,1997,12,,1258889.250,822067.440,823361.060,305383.575,,53920.671,654.000,835.000,,5706.000,445.000,,,,
Jakarta,1998,1,,1820224.600,921492.960,2050031.690,975672.515,,75257.550,510.000,430.000,,1192.000,3467.000,,,,
Jakarta,1998,2,,369833.600,453740.040,830144.180,98631.782,,9826.768,1281.000,1187.000,,440.000,2245.000,,,,
Jakarta,1998,3,,253414.700,830886.900,2471606.790,168463.130,,5761.716,2266.000,1300.000,,385.000,2442.000,,,,
Jakarta,1998,4,,61969.350,387881.400,1595855.690,492579.865,,12215.475,1277.000,1191.000,,295.000,2672.000,,,,
Jakarta,1998,5,,1432011.800,424211.160,1303528.960,458976.070,,16433.780,624.000,581.000,,261.000,1963.000,,,,
Jakarta,1998,6,,2047709.200,590250.140,1029263.650,520584.590,,23821.012,1001.000,1420.000,,417.000,2547.000,,,,
Jakarta,1998,7,,1567431.950,629427.200,659590.640,199325.960,,9871.449,3484.000,3565.000,,620.000,3608.000,,,,
Jakarta,1998,8,,1177933.450,625654.960,605444.950,211502.180,,7434.175,7396.000,4986.000,,630.000,3519.000,,,,
Jakarta,1998,9,,1541309.800,654610.240,521501.100,131332.835,,22832.399,5198.000,2419.000,,855.000,4033.000,,,,
Jakarta,1998,10,,2176261.900,676828.380,350914.190,106428.745,,30415.266,3782.000,3013.000,,1070.000,3398.000,,,,
Jakarta,1998,11,,1695731.950,541669.520,209737.810,54352.430,,26978.941,2653.000,1624.000,,1031.000,2046.000,,,,
Jakarta,1998,12,,2426414.700,734784.960,267838.540,49108.970,,32916.906,6976.000,3041.000,,1030.000,2176.000,,,,
Jakarta,1999,1,,2470858.000,754416.480,288285.570,57268.030,,40721.183,2627.000,2706.000,,1358.000,39.000,,,,
Jakarta,1999,2,,2038670.350,575686.580,222627.680,41963.325,,26237.393,3157.000,2690.000,,1679.000,45.000,,,,
Jakarta,1999,3,,3300025.200,794969.680,206817.900,43842.950,,25495.254,2419.000,1809.000,,2185.000,50.000,,,,
Jakarta,1999,4,,2554759.650,544364.760,118717.410,68681.060,,32213.926,2121.000,2919.000,,3503.000,189.000,,,,
Jakarta,1999,5,,2378141.300,554047.100,193529.200,59899.530,,32730.245,2344.000,3760.000,,3789.000,140.000,,,,
Jakarta,1999,6,,2172425.800,530124.640,148802.830,51878.930,,33822.846,1715.000,3989.000,,3678.000,198.000,,,,
Jakarta,1999,7,,2059464.900,699973.740,225248.150,55836.295,,40212.843,1819.000,3841.000,,3924.000,369.000,,,,
Jakarta,1999,8,,2469459.600,631126.020,202284.830,54823.670,,36407.430,3771.000,3188.000,,4456.000,249.000,,,,
Jakarta,1999,9,,2394204.050,687553.520,226154.580,57602.815,,37974.451,4684.000,4299.000,,4501.000,165.000,,,,
Jakarta,1999,10,,2260757.600,641821.860,193802.880,56727.950,,32769.847,3957.000,3112.000,,4009.000,33.000,,,,
Jakarta,1999,11,294823.100,2292565.250,593961.660,167593.410,65384.515,,43272.305,610.000,4372.000,,5462.000,15.000,,,,
Jakarta,1999,12,3884606.100,3430880.600,2039980.600,464622.640,146604.720,,78206.062,110.000,4703.000,,6257.000,298.000,,,,
Jakarta,2000,1,317547.450,950766.150,218920.400,72625.930,42856.030,,35586.213,136.000,2562.000,,2304.000,141.000,,,,
Jakarta,2000,2,534351.100,1710331.700,392401.140,127569.380,56052.740,,37153.612,294.000,2387.000,,1893.000,235.000,,,,
Jakarta,2000,3,915975.100,2278104.950,612552.160,185418.010,65598.570,,38092.662,242.000,3922.000,,505.000,238.000,,,,
Jakarta,2000,4,720455.800,1742374.000,400412.880,128284.320,61701.053,,7144.221,447.000,5488.000,,560.000,186.000,,,,
Jakarta,2000,5,1017063.600,1830813.050,568736.140,194616.055,77768.130,,19919.282,2060.000,12992.000,,881.000,213.000,,,,
Jakarta,2000,6,1301094.700,2092499.400,542586.880,205747.105,78636.451,,42422.572,145.000,8710.000,,450.000,47.000,,,,
Jakarta,2000,7,1462863.700,2306902.500,527885.300,166305.310,72948.098,,44755.571,49.000,6442.000,,3085.000,,,,,
Jakarta,2000,8,1257072.800,2248616.800,528629.000,174461.420,77867.321,,28616.546,72.000,8156.000,,7525.000,,,,,
Jakarta,2000,9,1135104.000,2098629.150,480824.020,153032.910,76732.070,,9502.716,1049.000,11590.000,,7197.000,,,,,
Jakarta,2000,10,1264203.600,2071677.600,523856.820,178360.630,89360.195,,4004.412,12389.000,14412.000,,6433.000,,,,,
